Country or Area,Year,Sex,Age,Marital Status,Record Type,Reliability,Value
Mozambique,1980,Male,30 - 34,Married,Census - de facto - complete tabulation,"Final figure, complete",280957
Mozambique,1980,Male,30 - 34,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",2927
Mozambique,1980,Male,30 - 34,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",10707
Mozambique,1980,Male,30 - 34,Unknown,Census - de facto - complete tabulation,"Final figure, complete",4515
Mozambique,1980,Male,35 - 39,Total,Census - de facto - complete tabulation,"Final figure, complete",251567
Mozambique,1980,Male,35 - 39,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",10545
Mozambique,1980,Male,35 - 39,Married,Census - de facto - complete tabulation,"Final figure, complete",226203
Mozambique,1980,Male,35 - 39,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",2819
Mozambique,1980,Male,35 - 39,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",8629
Mozambique,1980,Male,35 - 39,Unknown,Census - de facto - complete tabulation,"Final figure, complete",3371
Mozambique,1980,Male,40 - 44,Total,Census - de facto - complete tabulation,"Final figure, complete",256871
Mozambique,1980,Male,40 - 44,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",7571
Mozambique,1980,Male,40 - 44,Married,Census - de facto - complete tabulation,"Final figure, complete",232729
Mozambique,1980,Male,40 - 44,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",4371
Mozambique,1980,Male,40 - 44,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",8393
Mozambique,1980,Male,40 - 44,Unknown,Census - de facto - complete tabulation,"Final figure, complete",3807
Mozambique,1980,Male,45 - 49,Total,Census - de facto - complete tabulation,"Final figure, complete",206371
Mozambique,1980,Male,45 - 49,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",5075
Mozambique,1980,Male,45 - 49,Married,Census - de facto - complete tabulation,"Final figure, complete",187080
Mozambique,1980,Male,45 - 49,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",4485
Mozambique,1980,Male,45 - 49,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",6844
Mozambique,1980,Male,45 - 49,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2887
Mozambique,1980,Male,50 - 54,Total,Census - de facto - complete tabulation,"Final figure, complete",184548
Mozambique,1980,Male,50 - 54,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",4023
Mozambique,1980,Male,50 - 54,Married,Census - de facto - complete tabulation,"Final figure, complete",166347
Mozambique,1980,Male,50 - 54,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",5573
Mozambique,1980,Male,50 - 54,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",5973
Mozambique,1980,Male,50 - 54,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2632
Mozambique,1980,Male,55 - 59,Total,Census - de facto - complete tabulation,"Final figure, complete",114189
Mozambique,1980,Male,55 - 59,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",2365
Mozambique,1980,Male,55 - 59,Married,Census - de facto - complete tabulation,"Final figure, complete",101976
Mozambique,1980,Male,55 - 59,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",4422
Mozambique,1980,Male,55 - 59,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",3896
Mozambique,1980,Male,55 - 59,Unknown,Census - de facto - complete tabulation,"Final figure, complete",1530
Mozambique,1980,Male,60 - 64,Total,Census - de facto - complete tabulation,"Final figure, complete",110802
Mozambique,1980,Male,60 - 64,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",2351
Mozambique,1980,Male,60 - 64,Married,Census - de facto - complete tabulation,"Final figure, complete",95927
Mozambique,1980,Male,60 - 64,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",6738
Mozambique,1980,Male,60 - 64,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",4078
Mozambique,1980,Male,60 - 64,Unknown,Census - de facto - complete tabulation,"Final figure, complete",1708
Mozambique,1980,Male,65 - 69,Total,Census - de facto - complete tabulation,"Final figure, complete",62658
Mozambique,1980,Male,65 - 69,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",1280
Mozambique,1980,Male,65 - 69,Married,Census - de facto - complete tabulation,"Final figure, complete",53046
Mozambique,1980,Male,65 - 69,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",4899
Mozambique,1980,Male,65 - 69,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",2464
Mozambique,1980,Male,65 - 69,Unknown,Census - de facto - complete tabulation,"Final figure, complete",969
Mozambique,1980,Male,70 - 74,Total,Census - de facto - complete tabulation,"Final figure, complete",50382
Mozambique,1980,Male,70 - 74,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",1095
Mozambique,1980,Male,70 - 74,Married,Census - de facto - complete tabulation,"Final figure, complete",41331
Mozambique,1980,Male,70 - 74,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",5168
Mozambique,1980,Male,70 - 74,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",2055
Mozambique,1980,Male,70 - 74,Unknown,Census - de facto - complete tabulation,"Final figure, complete",733
Mozambique,1980,Male,75 +,Total,Census - de facto - complete tabulation,"Final figure, complete",69046
Mozambique,1980,Male,75 +,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",1710
Mozambique,1980,Male,75 +,Married,Census - de facto - complete tabulation,"Final figure, complete",54222
Mozambique,1980,Male,75 +,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",9176
Mozambique,1980,Male,75 +,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",2763
Mozambique,1980,Male,75 +,Unknown,Census - de facto - complete tabulation,"Final figure, complete",1175
Mozambique,1980,Male,Unknown,Total,Census - de facto - complete tabulation,"Final figure, complete",18992
Mozambique,1980,Male,Unknown,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",12659
Mozambique,1980,Male,Unknown,Married,Census - de facto - complete tabulation,"Final figure, complete",3480
Mozambique,1980,Male,Unknown,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",281
Mozambique,1980,Male,Unknown,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",363
Mozambique,1980,Male,Unknown,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2209
Mozambique,1980,Female,Total,Total,Census - de facto - complete tabulation,"Final figure, complete",6003241
Mozambique,1980,Female,Total,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",3058104
Mozambique,1980,Female,Total,Married,Census - de facto - complete tabulation,"Final figure, complete",2305050
Mozambique,1980,Female,Total,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",354955
Mozambique,1980,Female,Total,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",223975
Mozambique,1980,Female,Total,Unknown,Census - de facto - complete tabulation,"Final figure, complete",61157
Mozambique,1980,Female,0 - 14,Total,Census - de facto - complete tabulation,"Final figure, complete",2691478
Mozambique,1980,Female,0 - 14,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",2673247
Mozambique,1980,Female,0 - 14,Married,Census - de facto - complete tabulation,"Final figure, complete",16768
Mozambique,1980,Female,0 - 14,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",192
Mozambique,1980,Female,0 - 14,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",1271
Mozambique,1980,Female,0 - 14,Unknown,Census - de facto - complete tabulation,"Final figure, complete",0
Mozambique,1980,Female,15 - 19,Total,Census - de facto - complete tabulation,"Final figure, complete",540564
Mozambique,1980,Female,15 - 19,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",252100
Mozambique,1980,Female,15 - 19,Married,Census - de facto - complete tabulation,"Final figure, complete",257748
Mozambique,1980,Female,15 - 19,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",1497
Mozambique,1980,Female,15 - 19,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",18179
Mozambique,1980,Female,15 - 19,Unknown,Census - de facto - complete tabulation,"Final figure, complete",11040
Mozambique,1980,Female,20 - 24,Total,Census - de facto - complete tabulation,"Final figure, complete",513569
Mozambique,1980,Female,20 - 24,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",49170
Mozambique,1980,Female,20 - 24,Married,Census - de facto - complete tabulation,"Final figure, complete",415018
Mozambique,1980,Female,20 - 24,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",5319
Mozambique,1980,Female,20 - 24,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",35174
Mozambique,1980,Female,20 - 24,Unknown,Census - de facto - complete tabulation,"Final figure, complete",8888
Mozambique,1980,Female,25 - 29,Total,Census - de facto - complete tabulation,"Final figure, complete",427043
Mozambique,1980,Female,25 - 29,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",19244
Mozambique,1980,Female,25 - 29,Married,Census - de facto - complete tabulation,"Final figure, complete",363890
Mozambique,1980,Female,25 - 29,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",7514
Mozambique,1980,Female,25 - 29,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",29370
Mozambique,1980,Female,25 - 29,Unknown,Census - de facto - complete tabulation,"Final figure, complete",7025
Mozambique,1980,Female,30 - 34,Total,Census - de facto - complete tabulation,"Final figure, complete",392856
Mozambique,1980,Female,30 - 34,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",11884
Mozambique,1980,Female,30 - 34,Married,Census - de facto - complete tabulation,"Final figure, complete",333038
Mozambique,1980,Female,30 - 34,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",13885
Mozambique,1980,Female,30 - 34,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",27468
Mozambique,1980,Female,30 - 34,Unknown,Census - de facto - complete tabulation,"Final figure, complete",6581
Mozambique,1980,Female,35 - 39,Total,Census - de facto - complete tabulation,"Final figure, complete",313228
Mozambique,1980,Female,35 - 39,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",8268
Mozambique,1980,Female,35 - 39,Married,Census - de facto - complete tabulation,"Final figure, complete",259639
Mozambique,1980,Female,35 - 39,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",16718
Mozambique,1980,Female,35 - 39,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",23454
Mozambique,1980,Female,35 - 39,Unknown,Census - de facto - complete tabulation,"Final figure, complete",5149
Mozambique,1980,Female,40 - 44,Total,Census - de facto - complete tabulation,"Final figure, complete",284853
Mozambique,1980,Female,40 - 44,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",6943
Mozambique,1980,Female,40 - 44,Married,Census - de facto - complete tabulation,"Final figure, complete",221999
Mozambique,1980,Female,40 - 44,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",28979
Mozambique,1980,Female,40 - 44,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",22109
Mozambique,1980,Female,40 - 44,Unknown,Census - de facto - complete tabulation,"Final figure, complete",4823
Mozambique,1980,Female,45 - 49,Total,Census - de facto - complete tabulation,"Final figure, complete",206712
Mozambique,1980,Female,45 - 49,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",5169
Mozambique,1980,Female,45 - 49,Married,Census - de facto - complete tabulation,"Final figure, complete",151177
Mozambique,1980,Female,45 - 49,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",29953
Mozambique,1980,Female,45 - 49,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",16958
Mozambique,1980,Female,45 - 49,Unknown,Census - de facto - complete tabulation,"Final figure, complete",3455
Mozambique,1980,Female,50 - 54,Total,Census - de facto - complete tabulation,"Final figure, complete",183627
Mozambique,1980,Female,50 - 54,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",5128
Mozambique,1980,Female,50 - 54,Married,Census - de facto - complete tabulation,"Final figure, complete",115946
Mozambique,1980,Female,50 - 54,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",43542
Mozambique,1980,Female,50 - 54,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",15805
Mozambique,1980,Female,50 - 54,Unknown,Census - de facto - complete tabulation,"Final figure, complete",3206
Mozambique,1980,Female,55 - 59,Total,Census - de facto - complete tabulation,"Final figure, complete",111733
Mozambique,1980,Female,55 - 59,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",3277
Mozambique,1980,Female,55 - 59,Married,Census - de facto - complete tabulation,"Final figure, complete",62589
Mozambique,1980,Female,55 - 59,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",34091
Mozambique,1980,Female,55 - 59,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",9731
Mozambique,1980,Female,55 - 59,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2045
Mozambique,1980,Female,60 - 64,Total,Census - de facto - complete tabulation,"Final figure, complete",121259
Mozambique,1980,Female,60 - 64,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",4207
Mozambique,1980,Female,60 - 64,Married,Census - de facto - complete tabulation,"Final figure, complete",49825
Mozambique,1980,Female,60 - 64,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",54484
Mozambique,1980,Female,60 - 64,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",10364
Mozambique,1980,Female,60 - 64,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2379
Mozambique,1980,Female,65 - 69,Total,Census - de facto - complete tabulation,"Final figure, complete",67017
Mozambique,1980,Female,65 - 69,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",2119
Mozambique,1980,Female,65 - 69,Married,Census - de facto - complete tabulation,"Final figure, complete",23824
Mozambique,1980,Female,65 - 69,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",34694
Mozambique,1980,Female,65 - 69,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",5059
Mozambique,1980,Female,65 - 69,Unknown,Census - de facto - complete tabulation,"Final figure, complete",1321
Mozambique,1980,Female,70 - 74,Total,Census - de facto - complete tabulation,"Final figure, complete",54099
Mozambique,1980,Female,70 - 74,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",1952
Mozambique,1980,Female,70 - 74,Married,Census - de facto - complete tabulation,"Final figure, complete",15045
Mozambique,1980,Female,70 - 74,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",32216
Mozambique,1980,Female,70 - 74,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",3747
Mozambique,1980,Female,70 - 74,Unknown,Census - de facto - complete tabulation,"Final figure, complete",1139
Mozambique,1980,Female,75 +,Total,Census - de facto - complete tabulation,"Final figure, complete",76003
Mozambique,1980,Female,75 +,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",3135
Mozambique,1980,Female,75 +,Married,Census - de facto - complete tabulation,"Final figure, complete",15766
Mozambique,1980,Female,75 +,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",50539
Mozambique,1980,Female,75 +,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",4727
Mozambique,1980,Female,75 +,Unknown,Census - de facto - complete tabulation,"Final figure, complete",1836
Mozambique,1980,Female,Unknown,Total,Census - de facto - complete tabulation,"Final figure, complete",19200
Mozambique,1980,Female,Unknown,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",12261
Mozambique,1980,Female,Unknown,Married,Census - de facto - complete tabulation,"Final figure, complete",2778
Mozambique,1980,Female,Unknown,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",1332
Mozambique,1980,Female,Unknown,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",559
Mozambique,1980,Female,Unknown,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2270
Mozambique,1980,Male,Total,Total,Census - de facto - complete tabulation,"Final figure, complete",805176
Mozambique,1980,Male,Total,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",512448
Mozambique,1980,Male,Total,Married,Census - de facto - complete tabulation,"Final figure, complete",271547
Mozambique,1980,Male,Total,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",5585
Mozambique,1980,Male,Total,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",10144
Mozambique,1980,Male,Total,Unknown,Census - de facto - complete tabulation,"Final figure, complete",5452
Mozambique,1980,Male,0 - 14,Total,Census - de facto - complete tabulation,"Final figure, complete",332206
Mozambique,1980,Male,0 - 14,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",332114
Mozambique,1980,Male,0 - 14,Married,Census - de facto - complete tabulation,"Final figure, complete",81
Mozambique,1980,Male,0 - 14,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",0
Mozambique,1980,Male,0 - 14,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",11
Mozambique,1980,Male,0 - 14,Unknown,Census - de facto - complete tabulation,"Final figure, complete",0
Mozambique,1980,Male,15 - 19,Total,Census - de facto - complete tabulation,"Final figure, complete",107154
Mozambique,1980,Male,15 - 19,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",101210
Mozambique,1980,Male,15 - 19,Married,Census - de facto - complete tabulation,"Final figure, complete",4031
Mozambique,1980,Male,15 - 19,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",15
Mozambique,1980,Male,15 - 19,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",140
Mozambique,1980,Male,15 - 19,Unknown,Census - de facto - complete tabulation,"Final figure, complete",1758
Mozambique,1980,Male,20 - 24,Total,Census - de facto - complete tabulation,"Final figure, complete",87352
Mozambique,1980,Male,20 - 24,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",50496
Mozambique,1980,Male,20 - 24,Married,Census - de facto - complete tabulation,"Final figure, complete",34768
Mozambique,1980,Male,20 - 24,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",82
Mozambique,1980,Male,20 - 24,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",943
Mozambique,1980,Male,20 - 24,Unknown,Census - de facto - complete tabulation,"Final figure, complete",1063
Mozambique,1980,Male,25 - 29,Total,Census - de facto - complete tabulation,"Final figure, complete",68200
Mozambique,1980,Male,25 - 29,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",14491
Mozambique,1980,Male,25 - 29,Married,Census - de facto - complete tabulation,"Final figure, complete",51309
Mozambique,1980,Male,25 - 29,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",229
Mozambique,1980,Male,25 - 29,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",1553
Mozambique,1980,Male,25 - 29,Unknown,Census - de facto - complete tabulation,"Final figure, complete",618
Mozambique,1980,Male,30 - 34,Total,Census - de facto - complete tabulation,"Final figure, complete",55827
Mozambique,1980,Male,30 - 34,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",5386
Mozambique,1980,Male,30 - 34,Married,Census - de facto - complete tabulation,"Final figure, complete",48034
Mozambique,1980,Male,30 - 34,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",355
Mozambique,1980,Male,30 - 34,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",1574
Mozambique,1980,Male,30 - 34,Unknown,Census - de facto - complete tabulation,"Final figure, complete",478
Mozambique,1980,Male,35 - 39,Total,Census - de facto - complete tabulation,"Final figure, complete",40183
Mozambique,1980,Male,35 - 39,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",2606
Mozambique,1980,Male,35 - 39,Married,Census - de facto - complete tabulation,"Final figure, complete",35643
Mozambique,1980,Male,35 - 39,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",333
Mozambique,1980,Male,35 - 39,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",1266
Mozambique,1980,Male,35 - 39,Unknown,Census - de facto - complete tabulation,"Final figure, complete",335
Mozambique,1980,Male,40 - 44,Total,Census - de facto - complete tabulation,"Final figure, complete",35422
Mozambique,1980,Male,40 - 44,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",1728
Mozambique,1980,Male,40 - 44,Married,Census - de facto - complete tabulation,"Final figure, complete",31664
Mozambique,1980,Male,40 - 44,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",530
Mozambique,1980,Male,40 - 44,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",1175
Mozambique,1980,Male,40 - 44,Unknown,Census - de facto - complete tabulation,"Final figure, complete",325
Mozambique,1980,Male,45 - 49,Total,Census - de facto - complete tabulation,"Final figure, complete",25744
Mozambique,1980,Male,45 - 49,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",1112
Mozambique,1980,Male,45 - 49,Married,Census - de facto - complete tabulation,"Final figure, complete",22932
Mozambique,1980,Male,45 - 49,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",487
Mozambique,1980,Male,45 - 49,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",966
Mozambique,1980,Male,45 - 49,Unknown,Census - de facto - complete tabulation,"Final figure, complete",247
Mozambique,1980,Male,50 - 54,Total,Census - de facto - complete tabulation,"Final figure, complete",18796
Mozambique,1980,Male,50 - 54,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",783
Mozambique,1980,Male,50 - 54,Married,Census - de facto - complete tabulation,"Final figure, complete",16460
Mozambique,1980,Male,50 - 54,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",566
Mozambique,1980,Male,50 - 54,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",808
Mozambique,1980,Male,50 - 54,Unknown,Census - de facto - complete tabulation,"Final figure, complete",179
Mozambique,1980,Male,55 - 59,Total,Census - de facto - complete tabulation,"Final figure, complete",11255
Mozambique,1980,Male,55 - 59,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",486
Mozambique,1980,Male,55 - 59,Married,Census - de facto - complete tabulation,"Final figure, complete",9702
Mozambique,1980,Male,55 - 59,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",493
Mozambique,1980,Male,55 - 59,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",490
Mozambique,1980,Male,55 - 59,Unknown,Census - de facto - complete tabulation,"Final figure, complete",84
Mozambique,1980,Male,60 - 64,Total,Census - de facto - complete tabulation,"Final figure, complete",8912
Mozambique,1980,Male,60 - 64,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",395
Mozambique,1980,Male,60 - 64,Married,Census - de facto - complete tabulation,"Final figure, complete",7256
Mozambique,1980,Male,60 - 64,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",693
Mozambique,1980,Male,60 - 64,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",462
Mozambique,1980,Male,60 - 64,Unknown,Census - de facto - complete tabulation,"Final figure, complete",106
Mozambique,1980,Male,65 - 69,Total,Census - de facto - complete tabulation,"Final figure, complete",5291
Mozambique,1980,Male,65 - 69,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",233
Mozambique,1980,Male,65 - 69,Married,Census - de facto - complete tabulation,"Final figure, complete",4167
Mozambique,1980,Male,65 - 69,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",538
Mozambique,1980,Male,65 - 69,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",292
Mozambique,1980,Male,65 - 69,Unknown,Census - de facto - complete tabulation,"Final figure, complete",61
Mozambique,1980,Male,70 - 74,Total,Census - de facto - complete tabulation,"Final figure, complete",3751
Mozambique,1980,Male,70 - 74,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",189
Mozambique,1980,Male,70 - 74,Married,Census - de facto - complete tabulation,"Final figure, complete",2773
Mozambique,1980,Male,70 - 74,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",532
Mozambique,1980,Male,70 - 74,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",225
Mozambique,1980,Male,70 - 74,Unknown,Census - de facto - complete tabulation,"Final figure, complete",32
Mozambique,1980,Male,75 +,Total,Census - de facto - complete tabulation,"Final figure, complete",3431
Mozambique,1980,Male,75 +,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",224
Mozambique,1980,Male,75 +,Married,Census - de facto - complete tabulation,"Final figure, complete",2260
Mozambique,1980,Male,75 +,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",707
Mozambique,1980,Male,75 +,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",197
Mozambique,1980,Male,75 +,Unknown,Census - de facto - complete tabulation,"Final figure, complete",43
Mozambique,1980,Male,Unknown,Total,Census - de facto - complete tabulation,"Final figure, complete",1652
Mozambique,1980,Male,Unknown,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",995
Mozambique,1980,Male,Unknown,Married,Census - de facto - complete tabulation,"Final figure, complete",467
Mozambique,1980,Male,Unknown,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",25
Mozambique,1980,Male,Unknown,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",42
Mozambique,1980,Male,Unknown,Unknown,Census - de facto - complete tabulation,"Final figure, complete",123
Mozambique,1980,Female,Total,Total,Census - de facto - complete tabulation,"Final figure, complete",733943
Mozambique,1980,Female,Total,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",407435
Mozambique,1980,Female,Total,Married,Census - de facto - complete tabulation,"Final figure, complete",264206
Mozambique,1980,Female,Total,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",31792
Mozambique,1980,Female,Total,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",25282
Mozambique,1980,Female,Total,Unknown,Census - de facto - complete tabulation,"Final figure, complete",5228
Mozambique,1980,Female,0 - 14,Total,Census - de facto - complete tabulation,"Final figure, complete",335601
Mozambique,1980,Female,0 - 14,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",334062
Mozambique,1980,Female,0 - 14,Married,Census - de facto - complete tabulation,"Final figure, complete",1466
Mozambique,1980,Female,0 - 14,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",7
Mozambique,1980,Female,0 - 14,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",66
Mozambique,1980,Female,0 - 14,Unknown,Census - de facto - complete tabulation,"Final figure, complete",0
Mozambique,1980,Female,15 - 19,Total,Census - de facto - complete tabulation,"Final figure, complete",78908
Mozambique,1980,Female,15 - 19,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",44924
Mozambique,1980,Female,15 - 19,Married,Census - de facto - complete tabulation,"Final figure, complete",31291
Mozambique,1980,Female,15 - 19,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",97
Mozambique,1980,Female,15 - 19,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",1490
Mozambique,1980,Female,15 - 19,Unknown,Census - de facto - complete tabulation,"Final figure, complete",1106
Mozambique,1980,Female,20 - 24,Total,Census - de facto - complete tabulation,"Final figure, complete",76759
Mozambique,1980,Female,20 - 24,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",13087
Mozambique,1980,Female,20 - 24,Married,Census - de facto - complete tabulation,"Final figure, complete",58779
Mozambique,1980,Female,20 - 24,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",442
Mozambique,1980,Female,20 - 24,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",3510
Mozambique,1980,Female,20 - 24,Unknown,Census - de facto - complete tabulation,"Final figure, complete",941
Mozambique,1980,Female,25 - 29,Total,Census - de facto - complete tabulation,"Final figure, complete",59458
